,rank,frequency,lemma
1195,1303,58.02,食事
1196,1304,57.85,維持
1197,1305,57.85,ほぼ
1198,1306,57.83,文
1199,1307,57.77,範囲
1200,1308,57.77,コラム
1201,1309,57.75,まとめる
1202,1310,57.71,常に
1203,1311,57.67,著作
1204,1312,57.62,表
1205,1313,57.57,ものの
1206,1314,57.51,いっぱい
1207,1315,57.44,失う
1208,1316,57.38,夫
1209,1317,57.36,理論
1210,1318,57.34,秒
1211,1319,57.34,日常
1212,1320,57.33,イラク
1213,1321,57.29,業者
1214,1322,57.28,回答
1215,1323,57.19,体制
1216,1324,56.95,調整
1217,1325,56.94,訴訟
1218,1326,56.92,階
1219,1327,56.89,酒
1220,1328,56.83,やめる
1221,1329,56.83,住民
1222,1330,56.74,はじめ
1223,1331,56.72,疑問
1224,1332,56.64,ど
1225,1333,56.63,当たる
1226,1334,56.51,失敗
1227,1335,56.49,落ちる
1228,1336,56.43,繰り返す
1229,1337,56.33,島
1230,1338,56.19,息子
1231,1339,56.16,資本
1232,1340,56.1,事情
1233,1341,56.01,応援
1234,1342,56.01,コース
1235,1344,55.94,感想
1236,1345,55.92,届く
1237,1346,55.91,解説
1238,1347,55.89,行なう
1239,1348,55.86,妻
1240,1349,55.82,シリーズ
1241,1350,55.67,客
1242,1351,55.64,公共
1243,1352,55.63,民間
1244,1353,55.62,イタリア
1245,1354,55.48,弁護士
1246,1355,55.44,なす
1247,1356,55.34,裁判
1248,1357,55.28,古い
1249,1358,55.27,建物
1250,1359,55.2,集まる
1251,1360,55.19,対
1252,1361,55.17,省
1253,1362,55.17,措置
1254,1363,55.06,組合
1255,1364,55.05,に対し
1256,1365,55.03,父
1257,1366,55.0,払う
1258,1367,54.85,本来
1259,1368,54.84,元気
1260,1369,54.75,一体
1261,1370,54.74,宇宙
1262,1372,54.64,申す
1263,1373,54.62,図
1264,1374,54.57,シ
1265,1375,54.56,引く
1266,1376,54.55,クラブ
1267,1377,54.54,タイトル
1268,1378,54.5,作
1269,1379,54.39,用いる
1270,1380,54.33,番
1271,1381,54.32,お客様
1272,1382,54.25,採用
1273,1383,54.21,しばらく
1274,1384,54.1,二つ
1275,1385,54.06,観光
1276,1386,54.06,提出
1277,1387,54.02,以来
1278,1388,53.99,推進
1279,1389,53.99,首相
1280,1390,53.84,業
1281,1391,53.83,向け
1282,1392,53.83,確保
1283,1393,53.83,動物
1284,1394,53.83,集める
1285,1395,53.82,離れる
1286,1396,53.78,ただし
1287,1397,53.74,検査
1288,1398,53.74,映像
1289,1399,53.66,信頼
1290,1401,53.64,要素
1291,1402,53.62,触れる
1292,1403,53.61,笑う
1293,1404,53.54,どんどん
1294,1405,53.53,世
1295,1406,53.5,コスト
1296,1407,53.31,人物
1297,1408,53.14,規制
1298,1409,53.09,空間
1299,1410,52.98,記念
1300,1411,52.91,方針
1301,1412,52.9,もらえる
1302,1413,52.86,よろしい
1303,1414,52.85,もっとも
1304,1415,52.85,役
1305,1416,52.83,右
1306,1417,52.76,楽しみ
1307,1418,52.75,審議
1308,1419,52.74,競争
1309,1420,52.68,設置
1310,1421,52.67,位置
1311,1422,52.61,テスト
1312,1423,52.58,全然
1313,1424,52.5,費用
1314,1425,52.46,株式会社
1315,1426,52.45,席
1316,1427,52.45,観
1317,1428,52.42,ロ
1318,1429,52.42,大統領
1319,1430,52.35,指定
1320,1431,52.18,事務所
1321,1432,51.99,感情
1322,1433,51.99,付く
1323,1434,51.89,さまざま
1324,1435,51.85,京都
1325,1436,51.81,ランキング
1326,1437,51.73,といった
1327,1438,51.71,かかわる
1328,1440,51.53,さすが
1329,1441,51.53,許す
1330,1442,51.52,空
1331,1443,51.4,関わる
1332,1444,51.4,起こす
1333,1445,51.39,仲間
1334,1446,51.38,メッセージ
1335,1447,51.32,迎える
1336,1448,51.25,整理
1337,1449,51.23,協会
1338,1450,51.19,モノ
1339,1451,51.16,官
1340,1452,51.15,至る
1341,1453,51.07,ロシア
1342,1454,51.07,多数
1343,1455,50.99,デジタル
1344,1456,50.95,耳
1345,1457,50.94,積極
1346,1458,50.89,かつ
1347,1459,50.89,願う
1348,1460,50.83,安心
1349,1461,50.76,ダメ
1350,1462,50.75,独立
1351,1463,50.75,イン
1352,1464,50.72,読者
1353,1465,50.7,勝つ
1354,1466,50.67,ぶり
1355,1467,50.65,雇用
1356,1468,50.56,なに
1357,1469,50.47,傾向
1358,1470,50.34,そもそも
1359,1471,50.29,打つ
1360,1472,50.26,賞
1361,1473,50.23,誕生
1362,1474,50.21,ぼく
1363,1475,50.19,遅い
1364,1476,50.18,流れる
1365,1477,50.16,撮る
1366,1478,50.08,いらっしゃる
1367,1479,50.02,まいる
1368,1480,50.02,バー
1369,1481,50.0,都
1370,1482,50.0,全員
1371,1483,49.97,コンピュータ
1372,1484,49.94,皆
1373,1485,49.82,参照
1374,1486,49.71,少なくとも
1375,1487,49.68,地元
1376,1488,49.67,壁
1377,1489,49.65,是非
1378,1490,49.6,明確
1379,1491,49.59,つながる
1380,1492,49.57,つて
1381,1493,49.54,士
1382,1494,49.52,特徴
1383,1495,49.51,セット
1384,1496,49.42,たつ
1385,1497,49.42,皆様
1386,1498,49.42,カメラ
1387,1499,49.36,どうしても
1388,1500,49.32,別に
1389,1501,49.25,魅力
1390,1502,49.23,人口
1391,1503,49.2,反応
1392,1504,49.2,きちんと
1393,1505,49.16,まだまだ
1394,1506,49.08,そういった
1395,1507,49.08,手段
1396,1508,49.07,有効
1397,1509,49.02,タイ
1398,1510,49.0,工場
1399,1511,49.0,入力
1400,1512,48.98,ビデオ
1401,1513,48.98,注文
1402,1514,48.97,集中
1403,1515,48.93,あまりに
1404,1516,48.9,さま
1405,1517,48.85,一度
1406,1518,48.75,脳
1407,1519,48.73,北
1408,1520,48.67,現象
1409,1521,48.65,ビル
1410,1522,48.6,団
1411,1523,48.59,感動
1412,1524,48.48,ソ
1413,1526,48.39,おいしい
1414,1527,48.37,禁止
1415,1528,48.37,サポート
1416,1529,48.36,ずつ
1417,1530,48.2,実践
1418,1531,48.06,おそらく
1419,1532,48.05,小泉
1420,1533,48.02,職員
1421,1534,48.01,理事
1422,1535,47.99,会員
1423,1536,47.94,案内
1424,1537,47.93,過ごす
1425,1538,47.92,薬
1426,1539,47.92,シーン
1427,1540,47.89,従来
1428,1541,47.79,農業
1429,1542,47.75,用意
1430,1543,47.73,運用
1431,1544,47.71,世代
1432,1545,47.69,そうした
1433,1546,47.68,歌う
1434,1547,47.68,強化
1435,1548,47.68,納得
1436,1549,47.66,周り
1437,1550,47.64,収入
1438,1551,47.62,増加
1439,1552,47.61,レポート
1440,1553,47.61,年齢
1441,1554,47.58,裏
1442,1555,47.57,未来
1443,1556,47.54,社員
1444,1557,47.51,食
1445,1558,47.45,教会
1446,1559,47.45,舞台
1447,1560,47.42,前回
1448,1561,47.39,年金
1449,1562,47.37,もう少し
1450,1564,47.3,交通
1451,1565,47.3,総
1452,1566,47.3,料金
1453,1567,47.3,教師
1454,1568,47.28,重い
1455,1569,47.12,どうして
1456,1570,47.09,著
1457,1571,47.06,森
1458,1572,46.99,他人
1459,1573,46.9,組
1460,1574,46.86,株式
1461,1575,46.83,上昇
1462,1576,46.73,否定
1463,1577,46.63,機械
1464,1578,46.6,完成
1465,1579,46.57,大好き
1466,1580,46.53,ねぇ
1467,1581,46.53,扱う
1468,1582,46.51,修正
1469,1583,46.48,くん
1470,1584,46.45,電車
1471,1585,46.4,一応
1472,1586,46.39,向上
1473,1587,46.35,負ける
1474,1588,46.32,生じる
1475,1589,46.28,週
1476,1590,46.28,野球
1477,1591,46.24,姿勢
1478,1592,46.21,スペイン
1479,1593,46.09,遊ぶ
1480,1594,46.09,訪問
1481,1595,46.07,引用
1482,1596,46.0,インド
1483,1597,45.97,並ぶ
1484,1598,45.96,視点
1485,1599,45.94,小学校
1486,1600,45.87,電気
1487,1601,45.86,ノ
1488,1602,45.86,パ
1489,1603,45.83,効率
1490,1604,45.8,間違う
1491,1605,45.79,芸術
1492,1606,45.66,挙げる
1493,1607,45.64,会話
1494,1608,45.61,ドラマ
1495,1609,45.59,再び
1496,1610,45.57,春
1497,1611,45.46,解釈
1498,1612,45.4,ゆく
1499,1613,45.39,猫
1500,1614,45.38,４月
1501,1615,45.37,資産
1502,1616,45.34,行
1503,1617,45.29,結論
1504,1618,45.24,大丈夫
1505,1619,45.24,止める
1506,1620,45.19,取り組む
1507,1621,45.17,かつて
1508,1622,45.15,怖い
1509,1623,45.1,半
1510,1624,45.1,界
1511,1625,45.08,製造
1512,1626,45.03,困難
1513,1627,44.98,回復
1514,1629,44.95,美味しい
1515,1630,44.93,適用
1516,1631,44.92,母親
1517,1632,44.9,取材
1518,1633,44.87,やっと
1519,1634,44.83,保障
1520,1635,44.83,集団
1521,1636,44.81,ルール
1522,1637,44.81,卒業
1523,1638,44.77,事態
1524,1639,44.7,立てる
1525,1640,44.68,雪
1526,1641,44.68,画面
1527,1642,44.63,おかしい
1528,1643,44.58,資格
1529,1644,44.55,時点
1530,1645,44.54,病気
1531,1646,44.53,なれる
1532,1647,44.53,スタート
1533,1648,44.5,更に
1534,1649,44.49,活躍
1535,1650,44.41,ですから
1536,1651,44.38,馬
1537,1652,44.32,冊
1538,1653,44.28,問う
1539,1654,44.25,ちょうど
1540,1655,44.25,命
1541,1656,44.23,殺す
1542,1657,44.21,サイズ
1543,1658,44.2,ころ
1544,1659,44.19,限定
1545,1660,44.12,ひとり
1546,1661,44.12,医師
1547,1662,43.98,工事
1548,1663,43.94,居る
1549,1664,43.92,無
1550,1665,43.92,６月
1551,1666,43.87,現れる
1552,1667,43.85,正直
1553,1668,43.84,原則
1554,1669,43.83,自動車
1555,1670,43.78,づくり
1556,1671,43.77,では
1557,1672,43.77,部門
1558,1673,43.75,女の子
1559,1674,43.75,出演
1560,1675,43.73,民族
1561,1676,43.73,充実
1562,1677,43.67,伴う
1563,1678,43.65,講演
1564,1679,43.64,したがって
1565,1680,43.61,瞬間
1566,1681,43.6,がる
1567,1682,43.6,交流
1568,1683,43.56,大量
1569,1684,43.54,回る
1570,1685,43.53,久しぶり
1571,1686,43.51,革命
1572,1687,43.5,成果
1573,1688,43.47,じ
1574,1689,43.44,コミュニケーション
1575,1690,43.41,任
1576,1691,43.41,標準
1577,1692,43.39,ひる
1578,1693,43.36,まるで
1579,1694,43.32,輸入
1580,1695,43.31,やつ
1581,1696,43.22,背景
1582,1697,43.22,政権
1583,1698,43.19,スタイル
1584,1699,43.19,喜ぶ
1585,1700,43.18,星
1586,1701,43.17,協議
1587,1702,43.16,っていう
1588,1703,43.16,関心
1589,1704,43.16,勝手
1590,1705,43.09,一覧
1591,1706,43.09,副
1592,1707,43.02,取り上げる
1593,1708,43.01,７月
1594,1709,43.0,伝統
1595,1710,42.99,横
1596,1711,42.92,聞こえる
1597,1712,42.84,民主
1598,1713,42.81,制限
1599,1714,42.79,投票
1600,1715,42.79,どうぞ
1601,1716,42.77,値段
1602,1717,42.61,沖縄
1603,1718,42.6,図る
1604,1719,42.59,川
1605,1720,42.59,軽い
1606,1721,42.52,若者
1607,1722,42.51,心理
1608,1723,42.49,大体
1609,1724,42.46,里
1610,1725,42.45,掲示板
1611,1726,42.41,番号
1612,1727,42.4,トン
1613,1728,42.4,前提
1614,1729,42.36,館
1615,1730,42.32,船
1616,1731,42.28,ある程度
1617,1732,42.28,突然
1618,1733,42.24,なんだか
1619,1734,42.23,半分
1620,1735,42.22,思想
1621,1736,42.15,オープン
1622,1737,42.09,請求
1623,1738,42.03,正確
1624,1739,42.03,教室
1625,1740,42.01,周辺
1626,1741,42.01,セミナー
1627,1742,41.98,リスト
1628,1743,41.97,３月
1629,1744,41.9,応じる
1630,1745,41.89,不足
1631,1746,41.87,実
1632,1747,41.86,寒い
1633,1748,41.86,デ
1634,1749,41.85,法案
1635,1750,41.83,東
1636,1751,41.77,ボール
1637,1752,41.76,すなわち
1638,1753,41.75,コード
1639,1754,41.73,王
1640,1755,41.73,捨てる
1641,1756,41.65,世の中
1642,1757,41.64,みなさん
1643,1758,41.61,取得
1644,1759,41.6,項目
1645,1760,41.58,そんなに
1646,1761,41.58,旧
1647,1762,41.58,性格
1648,1763,41.56,次第
1649,1764,41.54,顧客
1650,1765,41.49,着る
1651,1766,41.49,いかに
1652,1767,41.45,減る
1653,1768,41.43,避ける
1654,1769,41.43,多分
1655,1770,41.42,地区
1656,1771,41.41,を通じて
1657,1772,41.38,長期
1658,1773,41.37,遠い
1659,1774,41.31,がんばる
1660,1775,41.3,ミ
1661,1776,41.29,達成
1662,1777,41.26,著者
1663,1778,41.25,弱い
1664,1779,41.23,ソフトウェア
1665,1780,41.18,におきまして
1666,1781,41.16,展示
1667,1782,41.15,誌
1668,1783,41.14,答え
1669,1784,41.11,訪れる
1670,1785,41.05,忙しい
1671,1786,40.96,後半
1672,1787,40.92,福祉
1673,1788,40.87,到着
1674,1789,40.87,ナ
1675,1790,40.85,罪
1676,1791,40.83,楽
1677,1792,40.81,操作
1678,1793,40.76,便利
1679,1794,40.73,支配
1680,1795,40.73,南
1681,1796,40.72,何とか
1682,1797,40.69,講座
1683,1798,40.69,現地
1684,1799,40.65,態度
1685,1800,40.6,審査
1686,1801,40.57,公園
1687,1802,40.55,過程
1688,1803,40.53,研修
1689,1804,40.51,長官
1690,1805,40.5,バランス
1691,1806,40.5,変
1692,1807,40.49,なー
1693,1808,40.44,連続
1694,1809,40.44,望む
1695,1810,40.41,空気
1696,1811,40.4,翻訳
1697,1812,40.37,冬
1698,1813,40.35,広がる
1699,1814,40.32,単純
1700,1815,40.28,短い
1701,1816,40.25,５月
1702,1817,40.23,飛ぶ
1703,1818,40.23,予約
1704,1819,40.18,構築
1705,1820,40.17,党
1706,1821,40.16,座る
1707,1822,40.16,論文
1708,1823,40.15,地震
1709,1824,40.15,不
1710,1825,40.09,パン
1711,1826,40.07,記
1712,1827,40.03,継続
1713,1828,40.03,一言
1714,1829,39.99,出会う
1715,1830,39.97,内部
1716,1831,39.96,豊か
1717,1832,39.95,生命
1718,1833,39.93,所得
1719,1834,39.9,制作
1720,1835,39.85,敵
1721,1836,39.83,単位
1722,1837,39.83,自信
1723,1838,39.8,涙
1724,1839,39.74,まずは
1725,1840,39.72,科
1726,1841,39.7,ゆっくり
1727,1842,39.7,あらゆる
1728,1843,39.67,ベース
1729,1844,39.66,層
1730,1845,39.57,毎年
1731,1846,39.55,距離
1732,1847,39.55,複数
1733,1848,39.52,恋愛
1734,1849,39.5,め
1735,1850,39.49,英
1736,1851,39.48,運転
1737,1852,39.47,消える
1738,1853,39.45,確実
1739,1854,39.45,支持
1740,1855,39.45,インタビュー
1741,1856,39.44,ふる
1742,1857,39.42,日間
1743,1858,39.41,一定
1744,1860,39.36,交渉
1745,1861,39.35,司法
1746,1862,39.31,巻
1747,1863,39.27,なんとか
1748,1864,39.22,借りる
1749,1865,39.17,押す
1750,1866,39.16,方式
1751,1867,39.16,普段
1752,1868,39.14,出席
1753,1869,39.09,金利
1754,1870,39.08,アニメ
1755,1871,39.08,ところで
1756,1872,39.07,窓
1757,1873,39.05,諸
1758,1874,39.01,なくなる
1759,1875,39.0,１つ
1760,1876,38.98,危機
1761,1877,38.98,やってくる
1762,1878,38.97,痛い
1763,1879,38.97,低
1764,1880,38.9,次に
1765,1881,38.89,募集
1766,1882,38.86,定める
1767,1883,38.85,史
1768,1884,38.72,自宅
1769,1885,38.72,上記
1770,1886,38.71,人権
1771,1887,38.7,複雑
1772,1888,38.59,おかげ
1773,1889,38.58,スーパー
1774,1890,38.58,逮捕
1775,1891,38.56,器
1776,1892,38.44,級
1777,1893,38.37,証明
1778,1894,38.36,概念
1779,1895,38.35,ツール
1780,1896,38.35,果たす
1781,1897,38.34,コンテンツ
1782,1898,38.31,泣く
1783,1899,38.31,秋
1784,1900,38.28,単に
1785,1901,38.24,今週
1786,1902,38.23,空港
1787,1903,38.21,適切
1788,1904,38.2,財産
1789,1905,38.15,判決
1790,1906,38.13,作家
1791,1907,38.1,もたらす
1792,1908,38.08,マスコミ
1793,1909,38.06,思考
1794,1910,38.01,接続
1795,1911,37.98,ようやく
1796,1912,37.97,悩む
1797,1913,37.96,形式
1798,1914,37.91,違反
1799,1915,37.81,義務
1800,1916,37.73,再生
1801,1917,37.72,破壊
1802,1918,37.7,疲れる
1803,1919,37.65,仕組み
1804,1920,37.64,研究所
1805,1921,37.63,国務大臣
1806,1922,37.61,両
1807,1923,37.59,受け入れる
1808,1924,37.58,だす
1809,1925,37.54,いくら
1810,1926,37.52,フリー
1811,1927,37.51,公式
1812,1928,37.47,場面
1813,1929,37.44,英国
1814,1930,37.44,年生
1815,1931,37.4,石
1816,1932,37.37,激しい
1817,1933,37.36,お客
1818,1934,37.36,それにしても
1819,1935,37.36,就職
1820,1936,37.33,文書
1821,1937,37.31,派遣
1822,1940,37.3,類
1823,1941,37.25,テロ
1824,1942,37.22,流す
1825,1943,37.22,名無し
1826,1944,37.21,真
1827,1945,37.17,定義
1828,1946,37.17,甘い
1829,1947,37.16,素敵
1830,1948,37.03,プロセス
1831,1949,37.02,当たり前
1832,1950,37.01,約束
1833,1951,36.93,こんなに
1834,1952,36.92,コピー
1835,1953,36.91,出身
1836,1954,36.91,っぽい
1837,1955,36.89,局長
1838,1956,36.81,事項
1839,1957,36.8,観点
1840,1958,36.77,質
1841,1959,36.71,白
1842,1960,36.68,趣味
1843,1961,36.66,箱
1844,1962,36.64,連れる
1845,1964,36.59,ご覧
1846,1965,36.56,出発
1847,1966,36.52,終える
1848,1967,36.52,魚
1849,1968,36.5,会計
1850,1969,36.48,いくつか
1851,1970,36.47,開ける
1852,1971,36.47,形成
1853,1972,36.47,記述
1854,1973,36.46,資源
1855,1974,36.44,たぶん
1856,1975,36.44,明るい
1857,1976,36.41,事例
1858,1977,36.38,着く
1859,1978,36.38,金額
1860,1979,36.36,きれい
1861,1980,36.35,と共に
1862,1981,36.31,証券
1863,1982,36.31,ガ
1864,1983,36.31,支える
1865,1984,36.29,成立
1866,1985,36.26,ひと
1867,1986,36.14,軍事
1868,1987,36.13,うれしい
1869,1988,36.13,訓練
1870,1989,36.11,来年
1871,1990,36.04,食品
1872,1991,36.01,育てる
1873,1992,36.01,証拠
1874,1993,35.97,ラジオ
1875,1994,35.92,暑い
1876,1995,35.88,プレゼント
1877,1996,35.86,不明
1878,1997,35.85,アルバム
1879,1998,35.84,内閣
1880,1999,35.78,北海道
1881,2000,35.73,隣
1882,2001,35.72,当
1883,2002,35.69,裁判所
1884,2003,35.69,挑戦
1885,2004,35.68,やり方
1886,2005,35.65,バンド
1887,2006,35.59,鳥
1888,2007,35.58,ブラジル
1889,2008,35.57,物質
1890,2009,35.57,胸
1891,2010,35.56,実に
1892,2011,35.55,いかが
1893,2012,35.52,手法
1894,2013,35.48,保存
1895,2014,35.48,師
1896,2015,35.48,相互
1897,2016,35.42,依頼
1898,2017,35.39,黒
